respondent_id,age,gender,field_of_study,sleep_hours,physical_activity_hrs_per_week,caffeine_intake_mg_per_day,academic_stress_level_1_10,resting_heart_rate_bpm,diet_quality_1_10,pre_exam_anxiety_level_1_10,screen_time_hrs_per_day,social_media_hrs_per_day,screen_time_before_bed_minutes,notifications_per_day,uses_productivity_app,favorite_content_type,study_hours_per_week,procrastination_level_1_10,frequently_procrastinates,class_attendance_percent,late_assignments_per_semester,gpa,family_academic_achievement_history,takes_extra_tutoring,major_life_event_this_semester,digital_academic_wellbeing_level
STU-01361,33,Female,Computer Science,6.2,0.6,149.0,4,115,4,3,16.0,7.6,48,38,,Social Media/Trends,4.5,7,Yes,73.0,6,1.91,No,No,Yes,Low
STU-01363,29,Male,Information Systems,6.2,4.5,226.0,6,95,8,3,11.6,7.2,97,150,No,Gaming,0.0,5,No,79.1,7,2.44,Yes,No,No,Low
STU-01364,56,Male,Culinary Arts,5.9,3.9,350.0,3,113,3,3,4.5,7.2,30,38,Yes,Gaming,4.5,7,No,85.2,5,2.29,Yes,No,Yes,Medium
STU-01365,31,Other,Medicine,8.2,0.9,595.0,10,60,10,6,7.2,0.4,35,112,No,News,0.0,7,Yes,74.7,6,2.31,No,Yes,Yes,Low
STU-01366,39,Other,Nursing,7.6,6.5,192.0,6,109,2,1,13.4,5.9,61,38,Yes,Entertainment,4.5,6,No,79.4,2,2.01,No,Yes,No,Medium
STU-01368,63,Male,Sports Science,8.0,0.7,171.0,4,92,6,2,10.7,0.0,53,0,Yes,News,2.3,5,Yes,89.8,4,1.74,No,Yes,No,Low
STU-01369,51,Female,Visual Communication Design,6.6,4.6,84.0,7,85,8,4,14.2,0.0,71,0,Yes,Education,2.3,5,No,87.0,1,2.44,No,Yes,Yes,High
STU-01370,26,Male,Electrical Engineering,4.8,1.5,352.0,6,79,2,3,1.9,5.1,100,150,No,Entertainment,6.8,8,Yes,80.4,2,2.65,Yes,Yes,No,Low
STU-01371,35,Female,Electrical Engineering,8.2,2.7,469.0,7,65,10,5,13.4,8.0,38,75,No,News,15.9,1,No,92.6,2,2.78,Yes,Yes,No,Medium
STU-01374,32,Other,Medicine,7.9,2.1,321.0,4,99,5,3,16.0,2.1,30,0,No,News,,9,Yes,68.1,5,1.89,Yes,Yes,No,Low
STU-01375,30,Male,Medicine,7.3,2.1,328.0,8,82,2,4,2.8,7.2,17,150,No,Entertainment,9.1,9,Yes,63.8,6,2.54,Yes,Yes,No,Low
STU-01377,48,Male,Biology/Science,4.9,3.1,477.0,9,92,1,5,6.3,1.7,25,38,No,Education,2.3,5,No,90.2,3,2.41,No,No,No,Low
STU-01379,33,Female,Biology/Science,6.1,5.7,267.0,9,94,3,5,7.2,3.4,28,75,Yes,Social Media/Trends,9.1,7,Yes,95.1,6,2.76,No,Yes,No,Medium
STU-01380,45,Male,Law,7.8,2.1,354.0,3,107,2,4,8.9,0.8,69,150,Yes,News,2.3,8,No,77.7,5,2.29,Yes,No,Yes,High
STU-01381,37,Male,Education,5.4,0.3,428.0,8,104,3,8,8.9,4.6,9,150,Yes,Gaming,13.6,9,Yes,70.6,4,2.71,No,Yes,No,Medium
STU-01382,50,Female,Education,4.9,3.3,48.0,8,62,1,3,1.9,5.1,25,38,Yes,Entertainment,2.3,7,No,80.5,7,2.24,No,Yes,No,Low
STU-01383,64,Female,Law,8.5,5.1,350.0,4,100,4,4,2.8,2.9,40,75,No,Gaming,2.3,2,No,82.5,1,2.47,Yes,Yes,Yes,High
STU-01386,22,Male,Culinary Arts,7.2,0.5,114.0,7,71,4,3,8.9,5.5,66,150,Yes,Social Media/Trends,6.8,5,No,92.2,7,2.58,Yes,No,No,Medium
STU-01387,24,Female,Biology/Science,8.5,4.4,300.0,2,108,7,2,6.3,2.9,30,75,Yes,Entertainment,2.3,6,Yes,85.6,8,2.46,No,No,Yes,High
STU-01388,30,Other,Electrical Engineering,6.4,2.8,,9,71,1,5,15.1,5.5,39,38,Yes,Gaming,0.0,5,Yes,98.0,7,2.64,No,No,No,Low
STU-01389,22,Female,Sports Science,4.6,0.9,400.0,8,108,1,8,8.1,8.0,18,112,No,Education,,3,No,84.1,0,2.76,Yes,Yes,Yes,Low
STU-01390,38,Female,Other Program,9.2,2.8,46.0,8,61,10,3,14.2,0.4,57,75,Yes,Entertainment,2.3,5,No,70.3,5,2.19,No,No,No,High
STU-01392,63,Other,Fine Arts,6.4,1.1,207.0,3,116,1,2,8.9,1.7,58,0,No,Entertainment,9.1,1,No,86.3,0,2.97,No,No,Yes,Medium
STU-01394,39,Male,Information Systems,5.4,0.3,383.0,9,107,1,9,14.2,4.2,21,112,,Gaming,,7,Yes,83.9,6,2.5,Yes,Yes,No,Low
STU-01395,23,female,Electrical Engineering,6.1,3.1,566.0,8,91,3,6,15.1,3.8,28,0,No,Social Media/Trends,2.3,5,Yes,76.2,3,1.9,No,Yes,No,Low
STU-01396,53,Other,Information Systems,7.6,1.5,225.0,1,64,9,3,16.0,6.7,67,112,No,News,9.1,4,No,60.5,0,2.1,Yes,No,Yes,Low
STU-01398,39,Other,Visual Communication Design,6.0,3.5,176.0,9,103,2,3,8.1,1.7,0,112,Yes,Gaming,0.0,10,Yes,73.1,5,1.95,Yes,No,Yes,Low
STU-01400,18,Male,Culinary Arts,7.6,2.4,107.0,4,60,2,3,8.9,0.8,45,112,No,Social Media/Trends,4.5,6,No,86.6,1,2.56,No,No,No,Low
STU-01401,48,Female,Nursing,5.8,1.3,,7,89,3,4,8.9,7.6,0,112,No,Education,0.0,4,Yes,80.7,2,2.56,No,Yes,Yes,Low
STU-01402,57,Other,Electrical Engineering,8.4,2.9,439.0,9,115,1,4,2.8,0.8,37,0,No,Social Media/Trends,4.5,9,Yes,75.9,4,2.43,No,Yes,No,Low
STU-01403,59,Female,Visual Communication Design,5.3,4.8,127.0,3,103,6,2,16.0,8.0,53,112,Yes,Entertainment,2.3,8,Yes,91.5,1,1.91,Yes,Yes,Yes,Low
STU-01404,59,Male,Computer Science,8.4,2.1,105.0,3,71,4,2,8.9,1.7,18,112,Yes,Gaming,6.8,2,No,91.6,3,2.87,Yes,Yes,Yes,High
STU-01405,35,Male,Visual Communication Design,4.2,1.1,425.0,9,90,2,9,15.1,4.2,34,112,No,Gaming,20.5,6,Yes,79.9,2,2.84,No,No,No,Low
STU-01406,21,Male,Other Program,3.1,2.6,354.0,9,97,4,9,10.7,6.3,7,150,No,Education,15.9,7,Yes,,3,2.66,Yes,Yes,No,Low
STU-01407,41,Male,Other Program,7.5,4.1,34.0,10,76,2,5,4.5,5.5,109,112,Yes,Social Media/Trends,4.5,5,No,,6,2.41,Yes,Yes,Yes,Low
STU-01408,32,Female,Sports Science,6.9,2.8,293.0,8,82,2,5,12.5,3.8,37,38,No,News,0.0,7,No,79.3,4,2.21,No,Yes,No,Low
STU-01409,40,Female,Biology/Science,6.4,3.9,286.0,3,90,8,3,10.7,2.5,25,75,Yes,Gaming,2.3,5,Yes,91.6,2,2.87,No,Yes,Yes,High
STU-01410,47,Other,Nursing,6.3,1.1,,7,63,3,4,14.2,4.2,71,38,Yes,News,2.3,6,Yes,100.0,5,2.37,Yes,Yes,Yes,High
STU-01411,62,Other,Sports Science,6.1,3.7,199.0,7,106,7,4,15.1,3.4,25,75,No,Gaming,0.0,7,No,69.6,5,1.66,No,Yes,No,Low
STU-01412,19,Other,Nursing,7.0,3.9,206.0,10,71,9,6,15.1,1.3,6,75,No,Social Media/Trends,4.5,4,Yes,73.4,1,2.15,No,No,Yes,High
STU-01413,55,female,Computer Science,6.1,3.6,203.0,6,113,5,3,9.8,0.4,44,-5,No,Education,4.5,8,Yes,88.7,3,2.18,Yes,Yes,Yes,Low
STU-01414,64,Female,Law,6.3,3.4,265.0,5,95,6,4,4.5,2.1,54,0,Yes,News,18.2,4,No,76.9,1,3.27,Yes,No,Yes,Medium
STU-01415,59,male,Culinary Arts,5.5,5.3,364.0,5,96,3,3,9.8,5.9,49,112,Yes,Social Media/Trends,2.3,6,Yes,91.2,2,2.38,Yes,Yes,Yes,Low
STU-01416,33,Other,Sports Science,8.6,2.9,205.0,8,60,10,5,5.4,0.0,18,112,Yes,Social Media/Trends,6.8,7,Yes,90.5,6,2.77,Yes,No,Yes,High
STU-01417,56,Female,Biology/Science,8.3,4.0,554.0,4,79,1,3,11.6,0.4,37,38,No,Education,9.1,5,No,82.4,7,2.64,Yes,No,No,High
STU-01418,63,Female,Nursing,4.1,2.0,195.0,8,65,2,4,5.4,8.0,0,38,Yes,Entertainment,0.0,5,Yes,87.7,3,2.46,Yes,No,No,Medium
STU-01419,41,Other,Nursing,6.5,2.1,,8,118,4,5,1.9,2.9,25,75,Yes,News,2.3,1,No,100.0,2,3.09,No,No,No,High
STU-01420,24,Male,Fine Arts,6.3,3.9,186.0,5,102,10,3,16.0,2.9,43,38,Yes,News,4.5,7,Yes,95.2,3,2.23,No,Yes,Yes,Low
STU-01422,33,Other,Education,6.8,3.8,61.0,2,74,2,1,10.7,2.9,0,150,No,News,2.3,3,No,71.6,4,2.32,Yes,Yes,No,Medium
STU-01423,25,Female,Other Program,7.4,2.1,59.0,6,92,5,2,5.4,,4,75,No,Education,2.3,5,Yes,58.7,4,1.96,No,No,Yes,Medium
STU-01424,59,Other,Electrical Engineering,5.6,0.8,251.0,7,109,5,4,2.8,2.1,56,112,No,Education,0.0,7,No,89.3,0,2.19,Yes,No,No,Low
STU-01425,34,Other,Medicine,4.1,0.6,557.0,9,103,2,8,14.2,5.5,28,75,Yes,Social Media/Trends,20.5,5,Yes,77.8,5,2.82,Yes,No,Yes,Low
STU-01426,26,Male,Law,7.4,2.1,298.0,7,100,6,3,10.7,2.1,73,112,No,Social Media/Trends,2.3,2,No,91.8,2,2.45,Yes,No,Yes,Low
STU-01427,22,Other,Other Program,7.0,3.3,234.0,2,99,8,4,15.1,2.1,10,75,No,Gaming,6.8,5,Yes,,8,2.61,Yes,No,Yes,High
STU-01428,25,Male,Education,5.2,3.9,40.0,5,117,9,3,6.3,8.0,42,75,Yes,Entertainment,9.1,2,No,82.4,5,2.67,Yes,No,No,Medium
STU-01429,40,Other,Sports Science,6.9,2.6,83.0,3,61,9,1,10.7,3.8,58,0,No,Gaming,4.5,4,Yes,,4,2.32,Yes,No,Yes,Low
STU-01431,50,Male,Education,7.5,4.1,109.0,8,81,9,3,12.5,3.8,11,38,No,Education,2.3,6,No,85.7,7,2.02,No,Yes,No,Low
STU-01432,33,Male,Sports Science,6.1,7.6,165.0,3,98,9,4,3.6,6.3,0,38,No,Entertainment,2.3,1,No,89.1,0,2.71,No,No,Yes,Medium
STU-01433,39,Male,Sports Science,8.3,2.3,152.0,8,111,3,3,8.9,7.6,27,75,Yes,Entertainment,2.3,3,Yes,88.5,0,2.88,No,Yes,No,High
STU-01434,19,Male,Other Program,8.0,7.8,278.0,9,114,10,4,2.8,1.3,19,75,No,Entertainment,0.0,1,No,100.0,3,2.9,Yes,No,Yes,Medium
STU-01435,20,Male,Electrical Engineering,8.2,0.6,586.0,3,75,1,2,8.9,7.2,4,150,Yes,Entertainment,11.4,5,No,80.6,7,2.69,Yes,Yes,Yes,Medium
STU-01437,38,FEMALE,Education,8.7,4.0,248.0,7,95,8,4,1.9,3.4,35,112,Yes,Gaming,2.3,7,No,65.0,6,2.45,No,Yes,No,Medium
STU-01438,25,Male,Law,6.3,2.9,,2,111,4,2,1.0,0.0,53,150,No,News,6.8,7,Yes,88.5,4,2.72,Yes,No,No,Low
STU-01439,37,Male,Biology/Science,7.4,1.3,318.0,1,106,4,1,1.9,6.7,15,112,No,Social Media/Trends,0.0,7,No,84.1,6,2.53,No,No,No,High
STU-01440,48,FEMALE,Sports Science,8.6,1.7,90.0,2,105,8,3,1.0,0.4,16,38,Yes,Education,2.3,5,No,88.3,0,2.49,Yes,Yes,No,High
STU-01441,41,Other,Culinary Arts,6.8,5.3,324.0,7,104,5,3,16.0,3.4,30,0,Yes,Entertainment,4.5,5,No,75.7,6,2.23,No,Yes,Yes,Medium
STU-01442,33,Other,Nursing,7.2,3.0,176.0,3,107,5,2,11.6,2.9,24,150,No,Social Media/Trends,6.8,1,No,88.8,3,2.75,Yes,No,Yes,High
STU-01443,29,Male,Computer Science,5.9,0.7,133.0,3,63,6,2,3.6,2.1,52,75,No,Gaming,,5,No,76.5,6,2.4,Yes,Yes,Yes,Low
STU-01444,55,Other,Law,6.8,2.8,296.0,4,91,5,5,12.5,5.9,62,112,No,News,6.8,2,No,69.9,1,2.6,No,Yes,Yes,Low
STU-01445,30,Other,Education,7.1,5.2,228.0,8,87,3,4,1.0,1.3,37,0,Yes,News,2.3,5,Yes,84.2,5,2.11,No,No,Yes,Medium
STU-01446,48,Other,Electrical Engineering,6.5,2.1,462.0,7,66,2,4,2.8,1.3,17,150,No,News,2.3,6,Yes,73.7,4,2.3,Yes,No,Yes,Low
STU-01447,57,male,Medicine,6.6,3.7,294.0,10,102,10,5,4.5,2.9,23,38,Yes,Education,4.5,7,No,71.4,3,1.99,No,No,Yes,Low
STU-01449,24,FEMALE,Culinary Arts,6.9,1.2,199.0,1,86,10,2,7.2,7.2,0,38,Yes,Education,0.0,6,No,82.4,3,2.17,No,No,Yes,High
STU-01450,53,Female,Culinary Arts,4.8,0.8,321.0,2,112,7,3,8.1,6.3,63,112,Yes,Education,0.0,7,No,72.8,5,2.03,No,Yes,No,Low
STU-01452,41,Other,Fine Arts,4.6,0.9,540.0,8,90,3,8,9.8,6.7,61,112,Yes,Social Media/Trends,18.2,3,Yes,92.4,4,3.15,Yes,Yes,No,Low
STU-01453,26,Male,Visual Communication Design,7.5,4.3,275.0,5,69,8,3,16.0,6.7,58,0,No,Education,9.1,4,Yes,91.4,5,2.38,Yes,No,No,Low
STU-01455,62,Other,Law,7.4,2.4,497.0,2,64,5,2,13.4,2.5,46,112,Yes,Education,0.0,2,No,75.9,1,2.16,No,Yes,No,High
STU-01456,47,Male,Sports Science,6.0,2.4,185.0,4,62,6,3,15.1,5.5,31,112,Yes,Gaming,2.3,3,Yes,63.0,2,2.22,Yes,Yes,No,Low
STU-01459,31,Male,Law,5.8,4.8,294.0,5,105,8,4,10.7,7.6,23,112,Yes,Entertainment,4.5,7,Yes,98.6,2,2.42,No,No,Yes,Low
STU-01460,29,Other,Law,5.6,1.1,380.0,3,77,5,2,7.2,3.4,51,38,Yes,News,0.0,8,No,73.3,2,1.92,No,Yes,No,Low
STU-01461,39,Female,Information Systems,5.0,0.4,,8,110,4,8,9.8,7.2,41,112,No,Education,18.2,6,Yes,79.7,2,2.86,Yes,No,No,Low
STU-01462,48,Male,Law,5.8,3.6,415.0,1,73,3,4,9.8,8.0,33,75,No,Social Media/Trends,0.0,3,No,72.1,5,2.43,No,Yes,Yes,Low
STU-01463,39,Female,Medicine,4.2,0.5,526.0,10,103,4,8,8.1,5.1,12,75,No,Entertainment,11.4,6,Yes,78.5,3,2.58,Yes,Yes,No,Low
STU-01465,42,Male,Computer Science,6.4,2.3,327.0,8,69,7,6,15.1,3.4,14,150,,Entertainment,11.4,7,Yes,72.3,5,2.04,Yes,No,No,Medium
STU-01466,19,Other,Computer Science,7.3,3.0,264.0,10,103,6,7,14.2,7.2,41,38,No,Education,2.3,5,Yes,82.0,4,2.17,No,Yes,No,Low
STU-01467,64,Female,Visual Communication Design,7.2,2.0,204.0,6,80,10,3,7.2,2.9,18,38,No,Social Media/Trends,2.3,3,No,60.7,5,1.96,No,Yes,Yes,Low
STU-01468,49,Female,Electrical Engineering,6.8,0.0,366.0,1,77,2,2,1.9,5.9,5,0,No,Gaming,0.0,3,No,77.8,2,2.52,No,Yes,Yes,Medium
STU-01470,20,Other,Biology/Science,5.4,2.7,280.0,3,103,4,2,12.5,5.9,77,38,No,Entertainment,2.3,4,No,,3,2.16,No,Yes,Yes,Low
STU-01471,34,Male,Sports Science,9.1,4.4,232.0,10,115,7,3,12.5,,60,112,No,Entertainment,9.1,4,No,77.8,6,2.84,Yes,Yes,Yes,Low
STU-01472,36,Other,Sports Science,6.6,5.3,83.0,1,75,10,3,16.0,,30,112,Yes,News,4.5,7,Yes,76.9,6,2.21,No,No,No,High
STU-01474,33,Female,Computer Science,6.4,2.8,152.0,10,72,5,5,5.4,7.2,38,0,Yes,Social Media/Trends,0.0,4,No,86.4,6,2.71,No,No,Yes,Low
STU-01475,18,Female,Culinary Arts,6.1,2.2,352.0,7,76,6,3,6.3,3.8,4,150,Yes,Gaming,2.3,7,Yes,95.5,4,2.37,No,No,Yes,Medium
STU-01476,49,Other,Information Systems,6.0,1.9,181.0,3,86,1,2,3.6,1.3,54,0,No,Entertainment,4.5,3,No,80.5,3,2.63,Yes,No,Yes,Medium
STU-01477,35,Other,Medicine,4.5,0.2,470.0,8,119,1,9,8.9,5.1,71,150,No,Education,9.1,4,Yes,82.9,4,2.19,Yes,Yes,Yes,Low
STU-01478,58,Male,Culinary Arts,5.2,2.7,338.0,10,89,10,7,13.4,6.7,14,0,Yes,News,11.4,6,Yes,91.2,6,2.63,Yes,No,Yes,Low
STU-01479,45,Female,Fine Arts,7.1,5.2,286.0,10,110,6,6,1.0,8.0,21,112,Yes,Social Media/Trends,18.2,9,Yes,82.8,5,2.62,Yes,Yes,No,Low
STU-01480,49,Female,Other Program,7.4,1.9,3.0,9,109,3,5,6.3,3.8,11,75,No,Entertainment,4.5,8,Yes,100.0,4,2.38,Yes,No,Yes,Medium
STU-01482,19,Female,Other Program,8.1,6.3,54.0,5,94,2,2,1.0,0.4,30,112,No,Social Media/Trends,2.3,6,No,86.3,3,2.66,No,No,No,High
STU-01484,42,Female,Culinary Arts,8.6,3.7,306.0,2,75,1,4,14.2,4.6,0,0,No,News,4.5,6,No,70.0,4,2.23,Yes,Yes,Yes,Medium
STU-01485,26,Female,Visual Communication Design,6.5,3.3,292.0,4,79,10,4,14.2,5.5,34,75,No,Social Media/Trends,0.0,3,No,100.0,0,2.35,No,No,Yes,Medium
STU-01486,41,MALE,Law,7.1,4.2,546.0,10,68,4,6,3.6,5.1,83,75,No,Social Media/Trends,6.8,3,No,77.5,3,2.67,Yes,Yes,Yes,Low
STU-01487,53,Female,Law,6.7,4.6,585.0,8,113,6,6,13.4,6.7,81,75,No,Entertainment,6.8,6,Yes,88.0,4,1.73,Yes,Yes,No,Low
STU-01488,27,Other,Information Systems,7.8,0.6,372.0,6,64,3,3,6.3,0.8,0,38,No,Social Media/Trends,0.0,5,No,71.1,3,2.35,No,Yes,Yes,Medium
STU-01489,50,Male,Culinary Arts,5.6,1.5,324.0,8,68,3,4,8.1,8.0,13,112,No,Gaming,4.5,9,Yes,72.5,7,1.89,No,No,No,Low
STU-01491,40,Other,Visual Communication Design,6.7,4.5,,8,92,3,4,8.1,2.9,25,38,Yes,Gaming,4.5,3,Yes,83.6,0,2.28,No,No,Yes,Medium
STU-01492,26,Female,Information Systems,7.5,4.6,,3,74,8,3,7.2,2.9,55,0,No,Gaming,6.8,4,No,76.9,5,2.28,No,Yes,Yes,Low
STU-01493,38,Female,Medicine,6.6,2.1,312.0,1,112,8,1,10.7,4.6,0,75,Yes,Social Media/Trends,13.6,7,Yes,93.3,8,2.94,Yes,No,Yes,High
STU-01494,35,Female,Electrical Engineering,7.6,1.5,466.0,1,82,2,3,5.4,2.9,2,150,No,News,6.8,7,Yes,90.0,3,2.3,Yes,Yes,Yes,High
STU-01495,24,Other,Culinary Arts,7.9,4.5,126.0,7,95,10,4,5.4,1.7,60,150,Yes,Social Media/Trends,2.3,8,Yes,80.8,4,2.22,No,Yes,No,High
STU-01496,40,Other,Computer Science,6.9,2.5,169.0,8,99,6,3,6.3,0.4,55,150,,Entertainment,4.5,2,Yes,73.3,3,2.52,Yes,Yes,No,Medium
STU-01497,54,Other,Electrical Engineering,6.6,4.3,596.0,2,72,9,3,3.6,6.7,31,150,Yes,Gaming,9.1,10,Yes,84.7,3,2.57,Yes,Yes,Yes,Low
STU-01498,21,FEMALE,Law,7.3,4.9,430.0,1,113,5,1,15.1,0.0,4,112,Yes,Education,0.0,7,No,,7,1.93,Yes,Yes,No,High
STU-01499,63,Female,Electrical Engineering,7.5,3.8,539.0,10,89,1,6,1.9,5.9,86,0,Yes,Social Media/Trends,13.6,7,No,84.4,3,2.58,Yes,Yes,Yes,Low
STU-01500,58,Male,Computer Science,6.1,4.4,294.0,5,105,6,5,10.7,8.0,10,75,No,Social Media/Trends,4.5,9,Yes,83.6,4,2.3,Yes,No,Yes,Low
STU-01501,31,Other,Information Systems,5.3,5.9,315.0,1,95,7,2,11.6,0.0,18,75,No,News,0.0,7,Yes,,2,2.36,No,No,No,Low
STU-01502,41,Male,Nursing,5.8,2.7,127.0,9,86,2,5,3.6,2.9,7,150,Yes,Gaming,6.8,3,Yes,94.7,3,2.53,Yes,Yes,No,High
STU-01503,21,Other,Electrical Engineering,8.5,0.1,398.0,7,107,6,4,8.1,8.0,0,112,No,Entertainment,9.1,5,Yes,77.2,1,2.67,Yes,No,No,Medium
STU-01505,54,Male,Fine Arts,4.5,0.4,158.0,4,106,4,4,12.5,6.3,0,75,No,Social Media/Trends,2.3,7,Yes,75.7,7,2.12,Yes,Yes,No,Low
STU-01507,61 yrs,Other,Visual Communication Design,6.7,1.0,67.0,8,96,3,1,13.4,1.3,1,38,No,Gaming,4.5,7,Yes,80.7,6,2.58,No,Yes,Yes,Medium
STU-01508,45,Other,Law,8.1,3.2,,4,70,3,3,16.0,4.2,32,150,No,News,0.0,2,No,57.6,1,2.21,No,No,No,Low
STU-01509,56,Female,Fine Arts,7.0,3.9,199.0,10,84,5,6,4.5,1.3,36,38,Yes,Social Media/Trends,6.8,6,No,80.8,6,2.74,Yes,No,No,High
STU-01511,22,Male,Culinary Arts,8.4,2.9,325.0,5,73,5,2,3.6,0.4,12,112,Yes,Gaming,,5,No,79.2,2,2.68,Yes,Yes,No,High
STU-01512,32,MALE,Visual Communication Design,5.7,3.0,285.0,9,104,8,6,10.7,2.9,28,38,Yes,Education,9.1,7,Yes,82.4,2,2.81,Yes,Yes,Yes,Medium
STU-01513,47,Female,Culinary Arts,5.7,7.4,130.0,2,109,9,3,16.0,5.1,76,38,Yes,Entertainment,6.8,1,No,76.4,0,2.61,Yes,Yes,No,Medium
STU-01514,46,Male,Law,7.0,2.6,465.0,10,119,8,4,16.0,7.2,37,38,No,Education,6.8,6,No,90.0,3,2.28,Yes,No,No,Low
STU-01515,49,Male,Nursing,6.6,2.2,225.0,7,95,9,4,9.8,4.6,0,0,No,Education,4.5,5,No,79.9,1,2.18,No,Yes,Yes,Medium
STU-01516,28,Other,Computer Science,5.0,3.8,255.0,3,61,10,4,9.8,3.8,46,38,No,Gaming,2.3,3,No,84.4,3,2.34,No,Yes,Yes,Medium
STU-01517,36,Other,Sports Science,7.0,8.7,200.0,1,83,8,2,13.4,8.0,5,112,Yes,News,0.0,4,No,78.5,2,2.01,Yes,No,Yes,Medium
STU-01519,47,Other,Medicine,6.0,4.4,415.0,8,106,9,4,11.6,8.0,27,75,Yes,Education,13.6,10,Yes,81.8,6,2.35,Yes,No,No,Low
STU-01520,59,Female,Electrical Engineering,5.3,2.6,293.0,7,80,1,4,1.9,3.4,0,0,No,Gaming,6.8,6,No,80.0,6,2.25,Yes,Yes,Yes,Low
STU-01521,29,Female,Culinary Arts,10.0,4.1,284.0,3,116,10,1,16.0,5.9,38,38,Yes,Entertainment,4.5,9,Yes,80.2,5,1.75,Yes,No,Yes,Low
STU-01522,48,Male,Other Program,6.3,5.9,138.0,1,65,2,1,9.8,,11,75,Yes,News,2.3,4,No,78.5,5,2.16,No,No,Yes,High
STU-01523,35,Female,Visual Communication Design,9.3,4.7,150.0,8,66,3,3,7.2,0.8,53,112,No,Social Media/Trends,2.3,4,No,83.5,7,2.56,No,Yes,Yes,Low
STU-01524,25,Male,Other Program,7.9,3.0,22.0,5,94,7,2,16.0,0.0,54,38,No,Entertainment,15.9,7,Yes,84.0,3,2.67,Yes,Yes,No,High
STU-01525,49,FEMALE,Electrical Engineering,5.9,1.6,410.0,5,63,3,4,15.1,0.8,59,38,No,News,6.8,10,Yes,65.6,4,1.88,Yes,No,Yes,Low
STU-01526,48,Other,Law,5.7,0.5,,2,100,6,2,3.6,5.9,33,38,No,Entertainment,2.3,6,No,76.7,8,2.43,No,No,No,Low
STU-01527,56,Female,Information Systems,6.9,3.5,283.0,6,96,1,5,16.0,4.2,29,0,No,Social Media/Trends,2.3,6,No,83.7,5,2.07,No,Yes,No,Low
STU-01528,36,Female,Medicine,8.3,4.9,329.0,10,105,8,4,13.4,2.9,0,112,Yes,Social Media/Trends,0.0,7,No,79.2,3,2.18,No,Yes,No,Medium
STU-01529,60,Female,Information Systems,5.5,3.2,102.0,2,68,6,2,11.6,1.7,47,150,No,Education,2.3,3,No,88.4,0,2.91,No,No,Yes,Medium
STU-01530,60,Female,Education,6.3,2.1,223.0,7,87,7,3,15.1,5.1,45,0,Yes,Entertainment,6.8,6,No,87.6,3,1.96,Yes,Yes,No,Medium
STU-01531,46,Male,Law,4.8,4.0,430.0,6,68,8,4,14.2,4.2,31,112,No,News,4.5,3,No,91.3,2,1.88,Yes,Yes,No,Low
STU-01532,28,Male,Culinary Arts,7.3,1.2,365.0,10,102,3,3,1.9,3.8,0,112,Yes,News,9.1,10,Yes,74.0,4,2.68,Yes,Yes,No,Medium
STU-01533,29,Other,Sports Science,4.8,1.9,165.0,1,69,2,3,5.4,3.4,17,38,No,Social Media/Trends,2.3,6,No,86.3,3,2.28,No,Yes,No,Low
STU-01534,50,Other,Fine Arts,5.9,3.9,57.0,5,64,1,2,2.8,,20,75,Yes,News,9.1,5,No,92.1,3,2.54,Yes,No,Yes,Medium
STU-01535,37,Male,Nursing,6.6,2.4,354.0,8,78,7,6,15.1,3.8,0,75,Yes,News,4.5,2,No,95.2,3,2.78,No,No,Yes,High
STU-01536,46,Male,Medicine,5.6,2.1,506.0,3,90,8,3,10.7,,29,75,No,Social Media/Trends,9.1,3,No,78.1,3,2.63,No,No,Yes,Medium
STU-01538,63,Male,Information Systems,7.7,4.7,175.0,10,99,7,5,12.5,4.2,56,112,No,Gaming,11.4,5,No,83.8,4,2.82,Yes,No,No,Medium
STU-01539,39,Female,Visual Communication Design,7.6,6.1,85.0,3,89,5,2,16.0,2.9,21,112,No,Gaming,4.5,7,Yes,93.5,2,2.08,Yes,Yes,Yes,Medium
STU-01540,29,Male,Medicine,6.4,4.7,349.0,2,111,5,3,8.1,5.1,30,112,Yes,Gaming,6.8,7,Yes,88.0,5,2.12,Yes,No,No,High
STU-01541,64,Other,Electrical Engineering,7.7,3.2,384.0,9,111,7,6,1.9,1.7,67,75,No,Gaming,6.8,4,No,,4,3.05,Yes,No,Yes,Low
STU-01542,39,Male,Culinary Arts,4.9,4.7,301.0,9,66,1,7,1.0,1.7,66,0,No,Social Media/Trends,,8,Yes,70.8,7,1.93,No,No,No,Low
STU-01543,21,Female,Biology/Science,9.2,2.8,356.0,4,109,1,2,4.5,7.6,22,0,No,Entertainment,2.3,7,Yes,94.1,4,2.43,No,No,No,High
STU-01545,31,Other,Electrical Engineering,6.1,2.3,463.0,4,68,10,4,9.8,3.4,23,112,No,Gaming,2.3,5,Yes,75.3,6,1.89,Yes,Yes,No,Low
STU-01546,30,Other,Medicine,7.2,0.8,532.0,1,71,9,2,3.6,4.6,72,0,No,Entertainment,0.0,5,Yes,67.7,1,2.72,No,No,No,Medium
STU-01549,61,Male,Nursing,7.2,6.6,267.0,2,102,9,3,8.9,7.2,19,0,No,Social Media/Trends,4.5,3,No,97.4,0,2.83,Yes,Yes,No,Medium
STU-01550,25,Female,Other Program,7.4,4.8,282.0,3,98,4,1,2.8,1.3,44,0,Yes,News,9.1,3,No,86.3,2,2.57,Yes,Yes,Yes,High
